id,date,time,accident_type,severity,district,vehicles_count,injured,killed,weather
1988,2025-10-17,17:58,Наезд на препятствие,Средней тяжести,Чкаловский,1,1,0,Дождь
1989,2025-10-17,18:47,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
1990,2025-10-17,13:28,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
1991,2025-10-17,12:56,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Дождь
1992,2025-10-17,19:26,Наезд на стоящее ТС,Лёгкое,Ленинский,2,0,0,Ясно
1993,2025-10-17,17:58,Опрокидывание,Лёгкое,Орджоникидзевский,1,1,0,Ясно
1994,2025-10-18,16:39,Наезд на стоящее ТС,Лёгкое,Ленинский,2,1,0,Облачно
1995,2025-10-18,14:47,Падение пассажира,Тяжёлое,Чкаловский,1,2,0,Ясно
1996,2025-10-18,03:56,Столкновение,Средней тяжести,Ленинский,2,2,0,Туман
1997,2025-10-18,21:11,Падение пассажира,Средней тяжести,Октябрьский,1,2,0,Дождь
1998,2025-10-18,18:53,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
1999,2025-10-18,16:57,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Ясно
2000,2025-10-18,09:49,Опрокидывание,Тяжёлое,Орджоникидзевский,1,4,2,Облачно
2001,2025-10-18,09:10,Столкновение,Тяжёлое,Октябрьский,3,1,0,Туман
2002,2025-10-19,05:33,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Туман
2003,2025-10-19,07:24,Столкновение,Лёгкое,Кировский,2,1,0,Дождь
2004,2025-10-19,12:22,Иное,Лёгкое,Чкаловский,1,1,0,Ясно
2005,2025-10-19,11:41,Наезд на препятствие,Средней тяжести,Железнодорожный,1,1,0,Туман
2006,2025-10-19,17:26,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Туман
2007,2025-10-19,03:43,Столкновение,Лёгкое,Октябрьский,3,0,0,Ясно
2008,2025-10-20,19:43,Иное,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2009,2025-10-20,18:46,Опрокидывание,Средней тяжести,Ленинский,1,1,0,Дождь
2010,2025-10-20,20:54,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,2,0,Ясно
2011,2025-10-20,16:19,Столкновение,Лёгкое,Ленинский,2,1,0,Дождь
2012,2025-10-20,14:55,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Облачно
2013,2025-10-20,19:12,Столкновение,Тяжёлое,Ленинский,2,1,0,Облачно
2014,2025-10-20,00:07,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Туман
2015,2025-10-20,14:00,Столкновение,Лёгкое,Ленинский,3,0,0,Ясно
2016,2025-10-20,12:46,Столкновение,Лёгкое,Кировский,2,1,0,Дождь
2017,2025-10-20,06:40,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Дождь
2018,2025-10-21,18:13,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Туман
2019,2025-10-21,16:40,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Дождь
2020,2025-10-21,07:49,Наезд на пешехода,Средней тяжести,Кировский,1,1,0,Ясно
2021,2025-10-21,11:39,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Ясно
2022,2025-10-21,14:54,Столкновение,Лёгкое,Чкаловский,2,1,0,Дождь
2023,2025-10-21,17:08,Падение пассажира,Средней тяжести,Кировский,1,1,0,Облачно
2024,2025-10-21,10:42,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,2,0,Туман
2025,2025-10-21,07:33,Столкновение,Лёгкое,Октябрьский,2,1,0,Дождь
2026,2025-10-21,10:47,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
2027,2025-10-22,22:28,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
2028,2025-10-22,09:18,Столкновение,Средней тяжести,Кировский,2,1,0,Дождь
2029,2025-10-23,09:02,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Дождь
2030,2025-10-23,16:05,Столкновение,Лёгкое,Ленинский,3,1,0,Облачно
2031,2025-10-23,08:13,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
2032,2025-10-23,09:50,Наезд на стоящее ТС,Средней тяжести,Кировский,2,1,0,Дождь
2033,2025-10-23,18:53,Наезд на препятствие,Лёгкое,Чкаловский,1,1,0,Ясно
2034,2025-10-23,14:52,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
2035,2025-10-24,16:13,Наезд на пешехода,Средней тяжести,Чкаловский,1,3,0,Дождь
2036,2025-10-24,07:45,Столкновение,Тяжёлое,Верх-Исетский,3,4,0,Ясно
2037,2025-10-24,17:48,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Ясно
2038,2025-10-25,14:59,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,1,0,Дождь
2039,2025-10-25,13:56,Столкновение,Лёгкое,Октябрьский,2,1,0,Дождь
2040,2025-10-25,11:37,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Ясно
2041,2025-10-26,18:56,Наезд на препятствие,Лёгкое,Чкаловский,1,1,0,Туман
2042,2025-10-26,16:22,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
2043,2025-10-26,14:16,Столкновение,Лёгкое,Железнодорожный,2,1,0,Ясно
2044,2025-10-26,06:25,Наезд на препятствие,Средней тяжести,Октябрьский,1,2,0,Облачно
2045,2025-10-26,07:05,Столкновение,Тяжёлое,Железнодорожный,2,1,1,Ясно
2046,2025-10-26,15:16,Столкновение,Лёгкое,Верх-Исетский,4,1,0,Ясно
2047,2025-10-27,17:42,Падение пассажира,Лёгкое,Железнодорожный,1,1,0,Дождь
2048,2025-10-27,12:32,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Облачно
2049,2025-10-27,11:46,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
2050,2025-10-27,06:15,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,0,0,Дождь
2051,2025-10-27,06:56,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2052,2025-10-27,10:33,Падение пассажира,Лёгкое,Верх-Исетский,1,1,0,Ясно
2053,2025-10-27,07:35,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Туман
2054,2025-10-28,16:49,Наезд на препятствие,Средней тяжести,Кировский,1,1,0,Ясно
2055,2025-10-28,15:24,Падение пассажира,Средней тяжести,Железнодорожный,1,3,0,Дождь
2056,2025-10-28,16:27,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Облачно
2057,2025-10-28,08:02,Столкновение,Лёгкое,Железнодорожный,4,0,0,Дождь
2058,2025-10-28,08:12,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2059,2025-10-28,08:06,Опрокидывание,Средней тяжести,Кировский,1,3,0,Дождь
2060,2025-10-29,23:45,Столкновение,Лёгкое,Чкаловский,2,1,0,Облачно
2061,2025-10-29,07:45,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Дождь
2062,2025-10-29,19:51,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
2063,2025-10-29,08:11,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2064,2025-10-29,11:59,Наезд на пешехода,Средней тяжести,Октябрьский,1,2,0,Ясно
2065,2025-10-29,09:44,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,3,0,Дождь
2066,2025-10-29,09:52,Наезд на препятствие,Средней тяжести,Чкаловский,1,2,0,Облачно
2067,2025-10-29,14:08,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
2068,2025-10-29,06:00,Опрокидывание,Лёгкое,Кировский,1,1,0,Ясно
2069,2025-10-29,18:06,Опрокидывание,Лёгкое,Ленинский,1,0,0,Дождь
2070,2025-10-29,08:45,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
2071,2025-10-30,03:37,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Туман
2072,2025-10-30,17:58,Столкновение,Средней тяжести,Верх-Исетский,3,2,0,Облачно
2073,2025-10-30,17:13,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,1,0,Ясно
2074,2025-10-30,16:26,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Туман
2075,2025-10-30,16:39,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,2,0,Ясно
2076,2025-10-30,16:55,Столкновение,Средней тяжести,Октябрьский,2,3,0,Туман
2077,2025-10-30,10:11,Столкновение,Средней тяжести,Чкаловский,2,2,0,Туман
2078,2025-10-31,13:59,Наезд на пешехода,Тяжёлое,Чкаловский,1,1,1,Дождь
2079,2025-10-31,13:32,Иное,Средней тяжести,Октябрьский,1,3,0,Туман
2080,2025-10-31,21:28,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
2081,2025-10-31,07:07,Наезд на стоящее ТС,Средней тяжести,Железнодорожный,2,3,0,Ясно
2082,2025-10-31,14:59,Наезд на пешехода,Тяжёлое,Железнодорожный,1,3,1,Облачно
2083,2025-10-31,21:59,Столкновение,Лёгкое,Ленинский,2,0,0,Дождь
2084,2025-10-31,07:58,Столкновение,Средней тяжести,Чкаловский,2,1,0,Ясно
2085,2025-11-01,23:43,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Снегопад
2086,2025-11-01,09:01,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
2087,2025-11-01,09:20,Наезд на пешехода,Средней тяжести,Кировский,1,1,0,Снегопад
2088,2025-11-01,13:04,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
2089,2025-11-01,09:51,Столкновение,Лёгкое,Железнодорожный,3,0,0,Ясно
2090,2025-11-02,05:55,Падение пассажира,Лёгкое,Орджоникидзевский,1,2,0,Снегопад
2091,2025-11-02,14:32,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,2,0,Ясно
2092,2025-11-02,23:21,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Дождь
2093,2025-11-02,14:43,Наезд на препятствие,Лёгкое,Верх-Исетский,1,0,0,Дождь
2094,2025-11-02,18:25,Столкновение,Лёгкое,Орджоникидзевский,3,0,0,Снегопад
2095,2025-11-02,06:53,Столкновение,Лёгкое,Октябрьский,2,1,0,Ясно
2096,2025-11-03,07:05,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Снегопад
2097,2025-11-03,16:38,Наезд на препятствие,Средней тяжести,Железнодорожный,1,2,0,Туман
2098,2025-11-03,07:47,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
2099,2025-11-03,16:18,Наезд на пешехода,Средней тяжести,Железнодорожный,1,1,0,Снегопад
2100,2025-11-03,16:41,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
2101,2025-11-03,09:59,Столкновение,Тяжёлое,Кировский,2,1,0,Ясно
2102,2025-11-03,23:29,Наезд на пешехода,Средней тяжести,Чкаловский,1,3,0,Ясно
2103,2025-11-03,10:42,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
2104,2025-11-03,11:50,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
2105,2025-11-03,17:57,Наезд на препятствие,Лёгкое,Верх-Исетский,1,1,0,Ясно
2106,2025-11-03,14:24,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Ясно
2107,2025-11-03,07:24,Столкновение,Средней тяжести,Ленинский,2,2,0,Туман
2108,2025-11-04,07:42,Наезд на пешехода,Средней тяжести,Октябрьский,1,2,0,Снегопад
2109,2025-11-04,17:12,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,0,0,Дождь
2110,2025-11-04,14:55,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Снегопад
2111,2025-11-04,20:23,Столкновение,Средней тяжести,Верх-Исетский,2,2,0,Туман
2112,2025-11-04,19:23,Наезд на пешехода,Средней тяжести,Кировский,1,1,0,Снегопад
2113,2025-11-04,09:05,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
2114,2025-11-04,13:01,Столкновение,Тяжёлое,Чкаловский,2,2,2,Ясно
2115,2025-11-05,08:44,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Дождь
2116,2025-11-05,15:33,Столкновение,Лёгкое,Ленинский,2,0,0,Дождь
2117,2025-11-05,15:15,Опрокидывание,Лёгкое,Верх-Исетский,1,0,0,Снегопад
2118,2025-11-05,12:01,Наезд на препятствие,Тяжёлое,Чкаловский,1,3,0,Ясно
2119,2025-11-05,22:29,Столкновение,Лёгкое,Верх-Исетский,3,1,0,Ясно
2120,2025-11-05,18:12,Опрокидывание,Лёгкое,Орджоникидзевский,1,0,0,Снегопад
2121,2025-11-05,12:16,Столкновение,Лёгкое,Орджоникидзевский,3,1,0,Ясно
2122,2025-11-05,22:26,Опрокидывание,Лёгкое,Ленинский,1,1,0,Снегопад
2123,2025-11-05,11:59,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Дождь
2124,2025-11-05,07:14,Столкновение,Средней тяжести,Ленинский,3,1,0,Дождь
2125,2025-11-06,16:04,Наезд на препятствие,Лёгкое,Железнодорожный,1,2,0,Ясно
2126,2025-11-06,15:52,Столкновение,Тяжёлое,Железнодорожный,2,2,1,Снегопад
2127,2025-11-06,20:11,Столкновение,Лёгкое,Железнодорожный,2,0,0,Дождь
2128,2025-11-06,17:42,Столкновение,Средней тяжести,Ленинский,2,3,0,Ясно
2129,2025-11-06,08:43,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
2130,2025-11-06,20:45,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Снегопад
2131,2025-11-07,06:14,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
2132,2025-11-07,13:43,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Ясно
2133,2025-11-07,08:45,Наезд на пешехода,Лёгкое,Кировский,1,2,0,Дождь
2134,2025-11-07,17:15,Иное,Лёгкое,Орджоникидзевский,1,1,0,Снегопад
2135,2025-11-07,17:33,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
2136,2025-11-07,14:55,Наезд на препятствие,Средней тяжести,Октябрьский,1,2,0,Снегопад
2137,2025-11-07,15:38,Столкновение,Лёгкое,Кировский,3,0,0,Ясно
2138,2025-11-07,02:41,Падение пассажира,Средней тяжести,Кировский,1,1,0,Дождь
2139,2025-11-07,08:50,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Снегопад
2140,2025-11-07,17:41,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Туман
2141,2025-11-07,09:03,Наезд на пешехода,Лёгкое,Ленинский,1,1,0,Снегопад
2142,2025-11-07,14:26,Опрокидывание,Лёгкое,Орджоникидзевский,1,0,0,Снегопад
2143,2025-11-07,20:04,Столкновение,Лёгкое,Ленинский,3,0,0,Ясно
2144,2025-11-08,13:46,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,1,0,Дождь
2145,2025-11-08,05:31,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Снегопад
2146,2025-11-08,17:46,Наезд на пешехода,Лёгкое,Кировский,1,2,0,Дождь
2147,2025-11-08,17:13,Падение пассажира,Лёгкое,Чкаловский,1,1,0,Ясно
2148,2025-11-08,09:19,Столкновение,Тяжёлое,Железнодорожный,2,2,0,Дождь
2149,2025-11-08,14:02,Наезд на пешехода,Лёгкое,Ленинский,1,1,0,Ясно
2150,2025-11-08,12:01,Столкновение,Средней тяжести,Верх-Исетский,3,1,0,Снегопад
2151,2025-11-08,08:35,Наезд на препятствие,Средней тяжести,Железнодорожный,1,2,0,Ясно
2152,2025-11-08,01:09,Столкновение,Лёгкое,Кировский,3,1,0,Снегопад
2153,2025-11-08,09:49,Столкновение,Лёгкое,Чкаловский,2,0,0,Туман
2154,2025-11-09,09:23,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Ясно
2155,2025-11-09,18:25,Иное,Лёгкое,Орджоникидзевский,2,0,0,Дождь
2156,2025-11-09,17:52,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
2157,2025-11-09,08:56,Наезд на стоящее ТС,Средней тяжести,Орджоникидзевский,2,1,0,Туман
2158,2025-11-09,08:11,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2159,2025-11-09,10:46,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
2160,2025-11-09,14:56,Опрокидывание,Средней тяжести,Ленинский,1,1,0,Дождь
2161,2025-11-10,19:43,Наезд на стоящее ТС,Средней тяжести,Кировский,2,1,0,Ясно
2162,2025-11-10,19:25,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Снегопад
2163,2025-11-10,18:58,Наезд на стоящее ТС,Лёгкое,Чкаловский,2,0,0,Дождь
2164,2025-11-10,09:39,Наезд на стоящее ТС,Средней тяжести,Железнодорожный,2,2,0,Снегопад
2165,2025-11-10,14:49,Столкновение,Средней тяжести,Верх-Исетский,3,1,0,Ясно
2166,2025-11-10,21:37,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Туман
2167,2025-11-11,20:54,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,1,0,Дождь
2168,2025-11-11,22:16,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,0,0,Ясно
2169,2025-11-11,20:31,Наезд на стоящее ТС,Средней тяжести,Орджоникидзевский,2,2,0,Ясно
2170,2025-11-11,18:32,Наезд на стоящее ТС,Тяжёлое,Верх-Исетский,2,4,0,Дождь
2171,2025-11-11,16:46,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,1,0,Снегопад
2172,2025-11-11,09:56,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2173,2025-11-11,10:04,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,0,0,Снегопад
2174,2025-11-11,08:26,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Снегопад
2175,2025-11-11,16:26,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Ясно
2176,2025-11-12,12:16,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,1,0,Дождь
2177,2025-11-12,06:57,Наезд на пешехода,Средней тяжести,Октябрьский,1,3,0,Ясно
2178,2025-11-12,13:03,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,2,0,Снегопад
2179,2025-11-12,06:58,Иное,Лёгкое,Кировский,2,0,0,Дождь
2180,2025-11-12,16:04,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
2181,2025-11-12,23:14,Наезд на пешехода,Средней тяжести,Чкаловский,1,1,0,Дождь
2182,2025-11-13,21:14,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,1,0,Дождь
2183,2025-11-13,02:26,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,1,0,Дождь
2184,2025-11-13,19:06,Наезд на пешехода,Лёгкое,Октябрьский,1,1,0,Ясно
2185,2025-11-13,17:15,Опрокидывание,Тяжёлое,Ленинский,1,2,2,Туман
2186,2025-11-14,11:18,Столкновение,Тяжёлое,Чкаловский,2,1,0,Ясно
2187,2025-11-14,20:28,Столкновение,Лёгкое,Октябрьский,3,0,0,Ясно
2188,2025-11-15,07:35,Наезд на пешехода,Лёгкое,Ленинский,1,2,0,Ясно
2189,2025-11-15,09:58,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Дождь
2190,2025-11-15,11:44,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Туман
2191,2025-11-16,07:22,Столкновение,Средней тяжести,Октябрьский,3,2,0,Ясно
2192,2025-11-16,08:45,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Снегопад
2193,2025-11-16,11:24,Наезд на препятствие,Лёгкое,Октябрьский,1,1,0,Ясно
2194,2025-11-16,15:19,Столкновение,Средней тяжести,Железнодорожный,3,1,0,Ясно
2195,2025-11-16,11:19,Столкновение,Средней тяжести,Кировский,2,1,0,Дождь
2196,2025-11-16,12:09,Наезд на пешехода,Средней тяжести,Железнодорожный,1,3,0,Снегопад
2197,2025-11-16,11:15,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
2198,2025-11-16,18:24,Наезд на препятствие,Средней тяжести,Кировский,1,2,0,Туман
2199,2025-11-16,21:09,Столкновение,Средней тяжести,Ленинский,2,1,0,Дождь
2200,2025-11-17,15:49,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
2201,2025-11-17,19:51,Столкновение,Лёгкое,Верх-Исетский,2,2,0,Ясно
2202,2025-11-17,05:32,Падение пассажира,Средней тяжести,Чкаловский,1,1,0,Дождь
2203,2025-11-17,07:05,Иное,Лёгкое,Ленинский,1,0,0,Дождь
2204,2025-11-17,10:08,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Ясно
2205,2025-11-17,07:40,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
2206,2025-11-17,11:16,Наезд на препятствие,Средней тяжести,Ленинский,1,1,0,Дождь
2207,2025-11-17,19:29,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Ясно
2208,2025-11-18,19:25,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
2209,2025-11-18,13:19,Столкновение,Средней тяжести,Верх-Исетский,2,2,0,Ясно
2210,2025-11-18,16:20,Столкновение,Средней тяжести,Октябрьский,2,3,0,Снегопад
2211,2025-11-18,18:39,Столкновение,Лёгкое,Кировский,3,0,0,Снегопад
2212,2025-11-18,17:48,Столкновение,Лёгкое,Верх-Исетский,3,1,0,Дождь
2213,2025-11-18,06:55,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Ясно
2214,2025-11-19,08:59,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Ясно
2215,2025-11-19,08:01,Наезд на препятствие,Средней тяжести,Ленинский,1,2,0,Туман
2216,2025-11-19,22:06,Падение пассажира,Средней тяжести,Орджоникидзевский,1,1,0,Дождь
2217,2025-11-20,18:52,Столкновение,Лёгкое,Чкаловский,2,1,0,Ясно
2218,2025-11-20,13:49,Опрокидывание,Лёгкое,Орджоникидзевский,1,2,0,Ясно
2219,2025-11-20,08:09,Столкновение,Средней тяжести,Чкаловский,4,1,0,Дождь
2220,2025-11-20,20:30,Наезд на пешехода,Средней тяжести,Ленинский,1,2,0,Снегопад
2221,2025-11-20,21:00,Столкновение,Лёгкое,Верх-Исетский,3,1,0,Ясно
2222,2025-11-20,21:31,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
2223,2025-11-21,08:13,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Ясно
2224,2025-11-21,19:35,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Туман
2225,2025-11-21,13:12,Столкновение,Тяжёлое,Орджоникидзевский,2,1,1,Туман
2226,2025-11-21,08:57,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
2227,2025-11-21,19:25,Столкновение,Средней тяжести,Верх-Исетский,3,3,0,Ясно
2228,2025-11-21,05:33,Наезд на стоящее ТС,Тяжёлое,Октябрьский,2,2,0,Ясно
2229,2025-11-21,15:45,Наезд на пешехода,Лёгкое,Чкаловский,1,2,0,Дождь
2230,2025-11-22,13:29,Падение пассажира,Лёгкое,Ленинский,1,1,0,Дождь
2231,2025-11-22,18:31,Опрокидывание,Лёгкое,Верх-Исетский,1,0,0,Дождь
2232,2025-11-22,04:04,Иное,Средней тяжести,Железнодорожный,2,2,0,Ясно
2233,2025-11-22,11:50,Столкновение,Лёгкое,Октябрьский,2,0,0,Снегопад
2234,2025-11-22,09:25,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Снегопад
2235,2025-11-22,09:18,Столкновение,Лёгкое,Ленинский,2,1,0,Ясно
2236,2025-11-22,09:47,Столкновение,Тяжёлое,Орджоникидзевский,2,3,0,Снегопад
2237,2025-11-22,13:35,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,1,0,Ясно
2238,2025-11-23,20:40,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Дождь
2239,2025-11-23,12:55,Столкновение,Лёгкое,Орджоникидзевский,3,2,0,Ясно
2240,2025-11-23,10:54,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,0,0,Снегопад
2241,2025-11-23,08:01,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Дождь
2242,2025-11-23,05:56,Падение пассажира,Тяжёлое,Кировский,1,4,0,Ясно
2243,2025-11-24,12:57,Столкновение,Лёгкое,Ленинский,2,1,0,Ясно
2244,2025-11-24,06:17,Столкновение,Средней тяжести,Ленинский,2,1,0,Ясно
2245,2025-11-24,23:28,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
2246,2025-11-24,19:36,Наезд на препятствие,Лёгкое,Ленинский,1,0,0,Снегопад
2247,2025-11-24,09:47,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
2248,2025-11-24,19:54,Иное,Лёгкое,Чкаловский,2,0,0,Ясно
2249,2025-11-24,08:59,Столкновение,Лёгкое,Кировский,2,1,0,Туман
2250,2025-11-24,18:17,Столкновение,Средней тяжести,Кировский,3,3,0,Снегопад
2251,2025-11-24,20:53,Падение пассажира,Средней тяжести,Железнодорожный,1,1,0,Дождь
2252,2025-11-25,21:48,Наезд на пешехода,Средней тяжести,Кировский,1,3,0,Туман
2253,2025-11-26,09:09,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Ясно
2254,2025-11-26,17:08,Столкновение,Тяжёлое,Верх-Исетский,2,3,0,Снегопад
2255,2025-11-26,19:59,Столкновение,Лёгкое,Октябрьский,2,1,0,Ясно
2256,2025-11-26,23:28,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Дождь
2257,2025-11-26,07:16,Наезд на стоящее ТС,Лёгкое,Ленинский,2,1,0,Ясно
2258,2025-11-26,18:02,Опрокидывание,Тяжёлое,Верх-Исетский,1,3,0,Ясно
2259,2025-11-26,18:18,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Ясно
2260,2025-11-26,17:43,Наезд на пешехода,Средней тяжести,Кировский,1,2,0,Туман
2261,2025-11-27,07:52,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Дождь
2262,2025-11-27,23:05,Столкновение,Лёгкое,Кировский,2,1,0,Снегопад
2263,2025-11-27,19:43,Наезд на препятствие,Лёгкое,Ленинский,1,1,0,Ясно
2264,2025-11-28,07:10,Наезд на стоящее ТС,Средней тяжести,Чкаловский,2,2,0,Ясно
2265,2025-11-28,16:52,Столкновение,Лёгкое,Орджоникидзевский,3,0,0,Ясно
2266,2025-11-28,11:14,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
2267,2025-11-28,08:42,Столкновение,Средней тяжести,Ленинский,2,2,0,Дождь
2268,2025-11-28,14:37,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Туман
2269,2025-11-28,14:59,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Туман
2270,2025-11-28,10:26,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
2271,2025-11-28,07:42,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Дождь
2272,2025-11-29,16:31,Столкновение,Средней тяжести,Орджоникидзевский,3,3,0,Дождь
2273,2025-11-29,10:30,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Дождь
2274,2025-11-30,09:31,Наезд на стоящее ТС,Лёгкое,Ленинский,2,1,0,Дождь
2275,2025-11-30,00:40,Опрокидывание,Средней тяжести,Орджоникидзевский,1,3,0,Ясно
2276,2025-11-30,11:16,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,2,0,Дождь
2277,2025-11-30,08:34,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Дождь
